Name,Discounted Price,Original Price,Images,Details,Ingredients,Directions,Warnings,Highlights,Gluten Free
"Lipton Iced Tea, Peach",$1.82,$4.33," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_9cdbe045-b906-4ab0-be84-94dc0c2b68ee.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_c9adefe9-0128-42ab-abf3-ba61a8952c30.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_8426a571-d8c5-4de5-81a4-41ffa9b41aaf.png 4x","Lipton iced tea is made from the finest tea leaves in the world. It features a clean, pure taste that includes tea flavonoids and hints of fruit. 100% natural, with a clean, pure taste, Lipton iced tea pairs brilliantly with meals, parties, or breaktime, at home or on the go.,• Peach,• 64 Fluid Ounce 8 Count","Water, High Fructose Corn Syrup, Citric Acid, Sodium Polyphosphates (to Protect Flavor), Black Tea, Natural Flavor, Phosphoric Acid, Potassium Sorbate (preserves Freshness), Acesulfame Potassium, Calcium Disodium Edta (to Protect Flavor), Sucralose.",Refrigerate after opening.,,,
Traditional Medicinals Organic Throat Coat Eucalyptus Tea,,$6.99, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_cc871e4e-e7c6-4921-9eb3-2267b1162351.png 4x,"For generations, the slippery elm tree has played an important role in Native American herbal medicine, much as eucalyptus has in Australian Aboriginal herbal medicine. This unique blend taps into the enduring power of both traditions to create an arsenal of support for both the throat and the chest.","All Herbal Ingredients: Proprietary Blend: Organic Eucalyptus Leaf [PhEur], Organic Licorice Root, Organic Spearmint Leaf, Organic Marshmallow Root [PhEur], Organic Slippery Elm Bark [USP], Organic Licorice Root Dry Aqueous Extract 6:1.",POUR 8 oz. freshly boiled water over 1 tea bag. COVER & STEEP for 10-15 min. SQUEEZE tea bag to ensure maximum goodness.,"Consult your healthcare practitioner prior to use if you have low potassium levels; if you are taking diuretics, corticosteroids, cardiac. Glycosides such as digoxin, potassium depleting medications or if you are pregnant or breastfeeding. Do not use this product if you have high blood pressure, heart disease, or impaired kidney or live function; or if you are allergic to any of its ingredients. Not recommended for use with children under 12 years of age.",,
"Red Rose Black Tea, Original, Bright & Refreshing",$9.09,$9.69,,"• Gluten Free,• Kosher",Orange Pekoe And Pekoe Cut Black Tea.,"Brewing Instructions: For Tea by the Cup: Place 1 red rose tea bag in a cup and pour in boiling water. Brew 3 to 5 minutes or until desired strength. Add sugar, milk or lemon to taste. For Tea by the Pot. Rinse teapot with hot water. Place red rose tea bags in teapot, using one bag per cup. Pour boiling water into teapot and brew 3 to 5 minutes or until desired strength. Add sugar, milk or lemon to taste. For Iced Tea: Bring water to a boil. Remove from heat and add four (4) tea bags per quart of water. Steep for 3-5 minutes. Remove tea bags and let tea cool. Add lemon and/or sweetener if desired. Add ice and enjoy with a smile!",,Gluten Free,
Celestial Seasonings Tea Wild Berry,$4.39,$5.19," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_91670e93-0384-4f60-9481-a9d422d550f5.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_6c82398a-e3b9-42aa-9734-23468ebdfdb1.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_71bfe67f-7a66-4d3a-80b4-6060a47daeb1.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_da55371e-a390-41c6-b06e-b0ccdbce1b44.jpg 4x","No artificial flavors, colors or preservatives. Gluten free. Caffeine free. Blended with care from seed to sip. Quality Ingredients. We blend our teas from the finest ingredients. Blendmaster's Notes: A luscious berry blend with the distinctive zing of tart and tangy hibiscus, this wonderfully balanced brew has layer after layer of juicy berry flavor. Great hot or iced. - Charlie Baden, Celestial Seasonings Blendmaster. A Tasteful Heritage: The story of Celestial Seasonings starts back in 1969. We started out picking blending them to create uniquely delicious teas. Today, we offer more than 100 different preservatives - just the very best herbs, fresh herbs from the fields and forests of the Rocky Mountains and carefully varieties made with no artificial flavors, colors or teas, spices and botanicals, always blended with care. Judge of a tree by its fruit, not by its leaves. - Phaedrus. www.celestialseasonings.com. Learn more at celestialseasoning.com/csr. We know you'll love this tea! Tell us what you think: 1-800-351-8175. www.celestialseasonins.com. Printed on 100% recycled paperboard (35% post-consumer content). Responsible Sourcing. We purchase most of our ingredients directly from the farming communities that grow them. Sustainable Packaging. We use tea bags without strings, tags or staples, keeping tons of material out of landfills every year. Blended in Boulder, CO. A Tasteful Heritage,The story of Celestial Seasonings starts back in 1969. We started out picking fresh herbs from the fields and forests of the Rocky Mountains and carefully blending them to create uniquely delicious teas. Today, we offer more than 100 different varieties made with no artificial flavors, colors or preservatives--just the very best herbs, teas, spices and botanicals, always blended with care.; Blendmaster's Notes,""A luscious berry blend with the distinctive 'zing' of tart and tangy hibiscus, this wonderfully balanced brew has layer after layer of juicy berry flavor. Great hot or iced."",- Charlie Baden,,Celestial Seasonings Blendmaster; Blended with Care from Seed to Sip,Responsible Sourcing. We purchase most of our ingredients directly from the farming communities that grow them.,Quality Ingredients. We blend our teas from the finest ingredients, with no artificial flavors, colors or preservatives.,Sustainable Packaging. We use tea bags without strings, tags or staples, keeping tons of material out of landfills every year.","Hibiscus, Rosehips, Roasted Chicory, Orange Peel, Blackberry Leaves, Natural Flavors Of Black Raspberries, Strawberries, Blueberries, Red Raspberries, Cranberries And Cherries With Other Natural Flavors, Citric Acid",{},,Gluten Free,
Yogi Tea Soothing Caramel Bedtime,$4.50,$5.99, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_61bf9fde-c5b6-483f-8650-d8a8374fc732.png 4x,"Yogi Soothing Caramel Bedtime® tea is purposefully blended with Chamomile Flower, Skullcap, and L-Theanine to support relaxation and help calm the body and mind for a good night’s sleep. Naturally sweet Rooibos - exclusively sourced from Rainforest Alliance Certified™ farms - combines with notes of Vanilla and Caramel for a delicious and warming tea that also supports wildlife conservation efforts. Unwind with a naturally sweet and comforting cup of Yogi Soothing Caramel Bedtime® tea.*","Organic Caramel Flavor, Organic Vanilla Flavor, Organic Cinnamon Bark Oil, Organic Cardamom Seed Oil, Organic Ginger Root Oil.","Get the most out of every cup. Bring water to boiling and steep 7 minutes. For a stronger tea, use 2 tea bags. Drink before bedtime.",Warning: consult your healthcare provider prior to use if you are pregnant or nursing.,,
AriZona Green Tea,,$1.29, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_821872f9-1dfa-410c-85a2-a58a699075ae.jpg 4x,Real brewed. Great hot! No preservatives. No artificial color. An American Company. Family owned & operated.,"Premium Brewed Green Tea Using Filtered Water, High Fructose Corn Syrup (glucose-fructose Syrup), Honey, Ascorbic Acid (vitamin C), Citric Acid, Natural Flavor, Ginseng Extract.","Shake well.,Refrigerate after opening.",,,
Pure Leaf Zero Sugar Real Brewed Tea Sweet Tea,,$3.99," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_87943bfb-f287-4226-9592-3d164dc6c56e.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_14b32d54-122f-41af-bc43-283fb3f5a467.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_9bbc882a-0d56-4c2b-b4be-109c39619f62.png 4x",,"Brewed Black Tea, Citric Acid, Citrus Pectin, Sucralose, Acesulfame Potassium.",Refrigerate after opening.,,,
"AriZona Iced Tea Lemonade, Half & Half, Lite",,$2.99, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_5a8a8be7-024c-4b41-a9c6-9f61d184113f.png 4x,"Arnold Powler. An American company family owned & operated. Special Golf Achievements: All time low 18-hole score: 60. Most consecutive birdies: 7. Career Hole-in-one: 20. 92 victories (62 US tour, 18 Foreign/International, 12-Seniors). Seven time major champion. The name Arnold Palmer has legendary roots as an original beverage combination of half iced tea and half lemonade. AriZona Beverages, makers of one of America's favorite iced teas have teamed up with Arnold Palmer to bring you, Arnold Palmer Lite Half and Half.,• Kosher,• Natural,• No Artificial Flavors,• No Artificial Colors,• No Preservatives/No Artificial Preservatives","Premium Brewed Blend Of Black Teas Using Filtered Water, High Fructose Corn Syrup (glucose-fructose Syrup), Lemon Juice From Concentrate, Pear Juice From Concentrate, Citric Acid, Ascorbic Acid (vitamin C), Natural Flavors, Sucralose, Acesulfame Potassium, Gum Acacia, Ester Gum","Shake well.,Refrigerate after opening.",,,
Oregon Chai Sugar Free Chai Concentrate,,$7.49, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_efeb5912-e226-4944-b663-3b4697fa2e7a.jpeg 4x,"Enjoy deliciously spiced, invigorating Oregon Chai without all the sugar and calories. Our Sugar Free Chai Tea Latte contains 0 calories and 0 grams of sugar per serving, for a creamy and delicious chai everyone can enjoy. To make a delicious sugar free chai latte, just mix equal parts concentrate and milk or dairy substitute. Heat it up or pour over ice for a creamy blend of black tea and spices that you'll enjoy thoroughly. It's that easy to create a sugar free chai tea latte when you use Oregon Chai Sugar Free Chai Concentrate. Refrigerate after opening.","Water, Organic Black Tea, Organic Vanilla Extract, Organic Spice Extracts, Sucralose, And Citric Acid.",Simply Combine Concentrate Half & Half With Milk For A Traditional Chai Latte.,Caution: Package not intended for use in microwave.,Gluten Free,
"Luzianne Sweet Tea, Tea Bags, Family Size",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_c01b600a-d2d2-46ea-905c-c8900e97f7b5.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_4da1c672-cd4a-44e9-9541-ef37c4bf0790.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_309b1f1e-9afe-4098-9005-adc9988d13d1.png 4x",,"Ingredients: Orange Pekoe & Pekoe Cut Black Teas, Cane Sugar, Sucralose","Brewing Instructions: For iced tea boil 2 cups water. Gently pour over 1 tea bag in heat-safe pitcher & steep 3-5 minutes. Remove tea bag and add 2 cups of cold water. Chill, and serve in tall glasses over ice. For hot tea boil 4 cups water. Pour over 1 tea bag in large teapot & steep 3-5 minutes. Serve in tea cups or mugs.Makes 1 quart (32oz). To prepare a half gallon use 2 tea bags and 8 total cups of water.",,,
Peace Tea Just Peachy Sweet Tea Drink,,$2.99," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_278bea52-3290-4653-ae49-fbfd7e317b4a.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_0ad4e4db-7c91-4a58-9199-15c56881acec.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_94ec601c-a6d0-4e50-b8cb-3d23d3789c57.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_21346f7f-61a3-4716-ab53-9b69e7a19784.jpg 4x","Choose Fun. Choose Kindness. Choose Joy. Choose Good Vibes. Choose to be Wild. Choose to make the World Better, Your Way. Choose Peace. Peace Tea is a refreshing beverage that comes in a convenient can and offers delicious iced tea in a variety of flavors that your taste buds crave.,Peace Tea Just Peachy is the peachiest peach that ever did peach in the whole wide world. Try our peach tea blend.,Available in other flavors like Just Peachy, Caddy Shack, Sno-Berry, Green Tea, Hello Mango and Sweet Lemon. Or if you are seeking a zero sugar, zero calorie, but still oh, so sweet fruit tea beverage, try Razzleberry Zer-OH or Pineapple Groove Zer-OH.,Be our tea-mate, our best-tea. Drink in the sweet flavor of Peace with the smoothness of self-confidence. The taste of inspiration and the refreshment of positive vibes. The burst of brightness and the boldness of making the world a peaceful, positive place.,Choose Peace.,• Choose Peace. Peace Tea – deliciously refreshing sweet iced tea,• The peachiest peach that ever did peach in the whole wide world. Try our peach tea blend,• Made with natural flavors and no added colors,• 23 fl oz can of Peace Tea Just Peachy,• Made with Peace, Love and Happiness","Tea (water, Tea Powder), Cane Sugar, Fructose, Citric Acid, Natural Flavors, Pectin, Sucralose","Shake well.,Refrigerate after opening.",,,
