Name,Discounted Price,Original Price,Images,Highlights,Gluten Free,Details,Ingredients,Directions,Warnings,Milk Free
"Lenny Boy Kombucha, Strawberry Limeade",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_466ffb38-870b-435b-9c57-325305382716.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_752f278c-f1f9-457e-a226-28248d1ac34d.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_882f360b-5423-4c90-8608-1eb2d8c17ee0.png 4x",,,"Live cultures & probiotics. Culture matters. Lenny Boy was founded through an interest in a healthy lifestyle and a passion for fermentation. Our hand crafted kombucha contains a broad spectrum of probiotics, B-vitamins, and amino acids to promote your health and keep your body smiling. Crisp. Light. Healthy & refreshing. Used for fermentation, all cane sugar is added at the beginning of our 30-day production process. Raw.","Lenny Boy Kombucha (Certified Organic), (Filtered Water, Kombucha Culture, Cane Sugar (Certified Organic), Green Tea (Certified Organic), Black Tea (Certified Organic)), Filtered Water, Strawberries (Certified Organic), Hibiscus (Certified Organic), Limes (Certified Organic), Lemongrass (Certified Organic), Nettle Leaf (Certified Organic).","Do not shake before opening.,Keep refrigerated. Perishable. Keep bottle refrigerated.","Due to fermentation, this product contains a trace amount of alcohol similar to unpasteurized apple cider or fruit juice.",
Humm Kombucha Organic Ruby Red Grapefruit Probiotic Kombucha,$2.50,$2.99, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_a68a6c12-1a70-4330-9fbd-89b5d704e024.png 4x,,,"Say ""hello"" to Whole30 Approved Ruby Red Grapefruit kombucha. Crafted to perfection with no added sugars, sweetened with organic grapefruit juice, and boasting 2 Billion probiotics and vitamin B12... we hope you're ready for something seriously delicious.","Organic Raw Carbonated Kombucha (filtered water, organic green tea, organic black tea, organic apple juice, kombucha cultures), Organic Apple Juice, Organic Ruby Red Grapefruit juice, Natural Flavors*, Organic Elderberry Juice (for color), Probiotic: Bacillus subtilis DE111, Vitamin B12,*From plant-based ingredients",,,
KeVita Master Brew Kombucha Dragonfruit Lemongrass Live Probiotic Drink,,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_588f6579-b865-48e2-8402-bd15efd2b1d9.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_d864fb41-f558-416e-a1c9-7ddbd314684a.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_3d235704-67fa-4315-9069-56e8649791ca.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_e3dd94be-c5cc-4fda-8a77-d873fb5c4b54.png 4x",,,"Naturally flavored with other natural flavors. Active cultures. Live probiotics. Organic & energizing. 35 calories per serving. Fermented kombucha culture. USDA organic. Gluten free. Non-dairy. Vegan. Verified non-alcoholic (Contains less than 0.5% alc by vol). Non GMO Project verified. nongmoproject.org. We believe health and wellness begins at your core. KeVita Master Brew Kombucha is fermented with our proprietary kombucha tea culture. Crafted with billions of live probiotics, organic acids, and the finest ingredients, Master Brew Kombucha comes in a variety of bold, delicious flavors that are revitalizing to the core. Contains 0% juice. Certified organic by Organic Certifiers, Inc. Certified organic caffeine: 40 mg per serving. Organic acids (gluconic and acetic): 1200 mg per serving. www.kevita.com. Facebook. Twitter. Instagram. Please recycle.","Sparkling Water, Kombucha Culture (filtered Water, Black Tea*, Green Tea*, Natural Flavor*)*, Filtered Water, Cane Sugar*, Bacillus Coagulans Mtcc 5856, Ginger Extract*, Lemongrass Extract*, Black Tea*, Black Tea Essence*, Dragon Fruit Flavor*, Caffeine (green Coffee Bean Extract)*, Fruit And Vegetable Juice For Color*, Green Tea*, Basil Extract*, Purified Stevia Leaf Extract*.",Perishable. Keep refrigerated. Lightly carbonated. Swirl gently.,,
"GT's Living Foods Kombucha, Classic, Raspberry Rush",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_68f21581-c7e7-4893-87f8-1e38c36ce011.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_6628123d-29c4-4dc2-b74c-93d17e157b41.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_6205ccbe-0ad8-48b8-ba21-dcafff80ece0.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_b267d997-4eb4-47e6-b59f-8d8c939038e2.png 4x",,,"Must be 21+. USDA Organic. Certified Organic by Organic Certifiers, Inc. Gluten-free. Vegan. Non GMO Project verified. nongmoproject.org. Rebalance. Reawaken. Rethink. Rekindle. Redefine. Rediscover. Restart. Regain. Reimagine. Relive. Repurpose. Reinvent. Reclaim. Recapture. Rebirth. Renew. Living food for the living body. Honoring Tradition: Over 25 years ago, I learned the ancient art of crafting Kombucha and have used the same method and recipe ever since. Traditionally fermented for 30 days, my Classic Kombucha offers a bold signature bite with some naturally occurring alcohol - a byproduct of fermentation that helps protect raw Kombucha's desirable properties. Unpasteurized & unfiltered, each bottle offers organic acids, active enzymes, and billions of living probiotics. - GT Dave, Founder. What is Kombucha? Kombucha is a fermented tea crafted with a living culture (known as a Scoby) added to a base of sweetened tea. The Scoby consumes sugars and caffeine, transforming the tea into this effervescent probiotic drink known in ancient Asian cultures as The Tea of Immortality. Real, authentic Kombucha, like GT's is raw and living, offers a tangy taste, natural effervescence, and visible culture strands. Raw. Electrolytes + polyphenols + enzymes. Probiotics. GT's Classic Kombucha has an extended fermentation that provides a bold flavor and contains 1% alcohol by volume (no more than 3.2% by weight or 4% by volume). gtslivingfoods.com. Contact us: Toll Free: 877-735-8423; info(at)gtslivingfoods.com; gtslivingfoods.com. ABV 0.5%+.","GT's Kombucha (Organically Produced) (Kombucha Culture [Organically Produced], Black Tea [Organically Produced], Green Tea [Organically Produced], Cane Sugar [Organically Produced]), Raspberry Juice (Organically Produced), and 100% Pure Love! Per Bottle at Time of Bottling: Lactobacillus Bacterium: 4 Billion Organisms, S. Boulardii: 4 Billion Organisms, L(+) Lactic Acid: 100 mg, Acetic Acid: 75 mg, Glucuronic Acid: 1400 mg, Gluconic Acid: 650 mg, Polyphenols: 10 mg.","Keep refrigerated.,Do not shake. Swirl gently.","This product is considered a beer and contains a natural effervescence, Please open carefully. Naturally effervescent. May leak or burst if unrefrigerated., Government Warning: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",
Brew Dr. Kombucha Organic Iced Tea Lemonade Kombucha,$2.50,$3.29, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_93698477-fca3-4192-b04d-75f279341545.png 4x,Gluten Free,,"Organic Kombucha by Brew Dr. Tasty & fizzy probiotic tea. Leaf to bottle. Live & active. Carbon-neutral ops. Raw & probiotic. Certified B Corporation.,• Easy drinking and refreshing,• Real organic ingredients,• Gut friendly and probiotic,• Tasty and fizzy organic kombucha","Brewed Tea (water, Black Tea*, Green Tea*), Cane Sugar*, Lemon Juice*, Live Kombucha Culture (yeast, Bacteria), Citric Acid*, Lemon Extract*.",{},,
"GT's Living Foods Raw Kombucha, Pomegranate Power",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_6640d1e1-da70-4ad2-8cba-82918a45231a.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_b91a8469-d529-4e4f-97da-eb6a4ff489d0.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_17346177-011d-4b7a-bc20-f16055bc2f0c.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_eb84b290-9465-4f6a-a4ec-946b5e0d0cfc.png 4x",,,"USDA Organic. Certified Organic by Organic Certifiers, Inc. Organic & unpasteurized. Gluten-free. Vegan. Per bottle at time of bottling: Probiotics bacillus coagulans GBI-306086: 1 billion organisms, S. boulardii: 4 billion organisms, lactobacillus bacterium: 4 billion organisms, L(+) Lactic acid: 100 mg, acetic acid: 75 mg, glucuronic acid: 1400 mg, gluconic Acid: 650 mg. Non GMO Project verified. nongmoproject.org. Aminos + polyphenols. Enzymes + probiotics. Renew. Rebalance. Rebuild. Reclaim. Rekindle. Recharge. Celebrating 25 years of authentic Kombucha. History of Pomegranate Power born: 2019. Celebrated for their nutritious properties, GT combined pomegranates with his authentic kombucha to create a power couple, which also informed the name. How has GT’s kombucha changed your life? Tell us your story at 25th(at)drinkgts.com. Living food for the living body. 25 Years young: In 1995, I began bottling Kombucha as a teenager in my parents' kitchen after witnessing my mother consume it religiously during her battle with breast cancer. Her experience inspired my purpose: to introduce this sacred brew to the U.S. in its purest, most potent form for all those seeking better health. Over two decades later, my mission remains stronger than ever to offer the best Kombucha you can find. GT dave, founder. What is Kombucha? Once known as the tea if immortality Kombucha is fermented drink with origins dating back to 221 BC. This ancient elixir is traditionally crafted with a sweetened tea base and a live kombucha culture (scoby), during fermentation, the scoby transforms the tea into a bright, tangy, and naturally effervescent beverage with billions of living probiotics to support digestive and immune health. gtslivingfoods.com. Contact Us: Toll-Free: 877.735.8423. We invite you to enlighten us with your words at words(at)drinkgts.com. Please recycle.","Gt's Kombucha*, (kombucha Culture*, Black Tea*, Green Tea*, Kiwi Juice*), Pomegranate Juice*, Sage*, And 100% Pure Love!!!","Do not shake. Swirl gently.,Keep refrigerated. Naturally effervescent. May leak or gush if unrefrigerated.","Please Note: Kombucha is a fermented tea that has naturally occurring alcohol. Do not consume if you are avoiding alcohol due to pregnancy, allergies, sensitivities, or religious beliefs. If you are pregnant or breast feeding, please consult with your healthcare professional before consuming our products.",
Mortal Kombucha Kombucha Basillion Strawberries Al Bottle,,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_dab32d6a-8d6e-46dc-9dcf-0a303a95f8e9.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_aaefd5e7-5052-4f36-af43-ea5546d7de92.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_d85a1f2f-4dec-4725-82db-41af9079d1bc.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_bdc272d9-52f2-47f2-8ea6-128ad14a4f30.png 4x",,,,"Organic Kombucha (spring Water, Organic Cane Sugar, Organic Black Tea), Organic Strawberry Puree, Organic Basil Extract",,,
"Health-Ade Kombucha, Jalapeno-Kiwi-Cucumber",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_25a3a9f3-d09f-4aa0-b948-edec82111a85.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_69ef81a5-ed86-4b39-8953-b977b3d8a2e9.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_25ae3f0a-c2df-4cfb-8afe-2937ae55741b.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_f55f982c-fa61-49e3-8ff3-f43e6b5a8ac7.png 4x",,,"A bubbly probiotic tea. USDA Organic. Certified Organic by Organic Certifiers. Certified Vegan. vegan.org. Certified Gluten-free. Non GMO Project verified. nongmoproject.org. Follow your gut! Cool and sweet, with a touch of spice, our organic jalapeno-kiwi-cucumber kombucha is oh so nice! The best tasting and highest quality kombucha you can buy. Fermented in glass. Real food handcrafted. Small batch kombucha. Cold-pressed flavors. Certified RAW. health-ade.com. Facebook. Instagram. Twitter. (at)healthade. Brewed and bottled in California, USA.","Filtered Water, Kombucha Culture (yeast And Bacteria Cultures), Organic Black Tea, Organic Green Tea, Organic Evaporated Cane Juice (sugar), Cold-pressed Organic Cucumber Juice, Cold-pressed Organic Jalapeno Juice, Cold-pressed Organic Kiwi Juice, Cold-pressed Organic Lemon Juice.",{},"Do not shake. Kombucha should not be consumed if left unrefrigerated for an extended period of time. Pregnant / breast feeding? Consult your doctor. Due to natural fermentation, there may be trace amounts of alcohol and small pieces of culture.",
"Babe Beverages Organic, Kombucha, Maui Wowie - Strawberry, Coconut & Lime",$4.09,$4.49," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_e0397fb4-f99d-4c49-ae80-36daa8d7fb91.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_21c2cf01-5807-4e10-b788-5c7d36b5ae1d.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_9d94b584-e309-4e97-a5de-a05395f88457.png 4x",Gluten Free,,"Tropical coconut, sweet strawberry and a hint of lime create a taste that can only be described as ""pure summer"".","Purified Water, Live Kombucha Culture (Organic Cane Sugar, Organic Black Tea, Organic Green Tea), Organic White Tea, Organic Strawberry Juice, Organic Lime Juice, Organic Coconut Natural Flavor.",,,
Mortal Kombucha Kombucha Black Magic Al Bottle,,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_3ebed198-f52d-4c74-b586-235f812e1859.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_2ffbf3c7-502d-4ebd-9694-ef4cb96c852e.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_57f25cb3-2df7-4804-9f5d-20196763cb9e.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_bfc1aec9-0b0b-46cc-8c6f-890d44385f72.png 4x",,,,"Organic Kombucha (spring Water, Organic Cane Sugar, Organic Black Tea), Organic Lemon Puree, Organic Maple Syrup, Charcoal, Organic Cinnamon Extract, Organic Cayenne",,,
